order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
30001,0,1,0,0.5,00:00:03,04:00:03,120,120,5eb5c6872aa04a0c8175969801d56658,e3495e0ede9a4ff3a63b4501c17d1fcd
80002,1,0,0,1.0,00:00:08,04:00:08,240,240,66b7f2fbd6a042c1bbd1b567d68daa56,c4e793f5dc5a4026b54f5b9925de1196
470003,0,4,0,2.0,00:00:47,04:00:47,480,480,ce433928b8724d77bbe97ccb1e3312a5,5c8900293133480d893ceee1ac8fd352
2240004,2,0,0,2.0,00:02:24,04:02:24,480,480,390904f3744145508d8c9f8361a23e72,c56a0078468d4f1498be9e79f6bbd4c0
2280005,4,4,0,6.0,00:02:28,04:02:28,1440,1440,5ec55e3f537d448d95144cec1cc37f54,a1beabe727d34dba968e1a00f69d76ed
2570006,0,0,1,0.25,00:02:57,04:02:57,60,60,a1706ab3350d477cb63e047c4f4ad819,f7ee272fbbba4f918bcd4f36ea053908
4020007,0,0,1,0.25,00:04:02,04:04:02,60,60,9b40bfd6ca1c432498685540652a5a8b,bdb72ae965bb4229a3b93402b5cd3d78
4100008,0,0,1,0.25,00:04:10,04:04:10,60,60,797fe83c0ac14a3c8724aa4d9ce0049a,ef3171964da04ea7ac2e547f2441eff0
4120009,0,1,0,0.5,00:04:12,04:04:12,120,120,4780dc7fb51f4f5da3dea9e56c125fe6,dd538f8238a5430b8135b89b8afe2511
4140010,1,0,0,1.0,00:04:14,04:04:14,240,240,8dcef54acc6d4c0592a222a730300f1c,9b8851cf57f944c6b168ec887558ffaa
4570011,0,0,1,0.25,00:04:57,04:04:57,60,60,61a68b6b728b4413ba6a0f695091579c,2a1bdb363ea14379b771f76e428aad9c
7220012,0,0,1,0.25,00:07:22,04:07:22,60,60,f7d977891ba84a7491024709803f38cc,be79e1dcfff84bca9677a61c7fd5b5a6
7220013,0,0,1,0.25,00:07:22,04:07:22,60,60,680ee12255ad415ab7838647f138778e,20d9d5fd8824497a811a65a57f64f359
8420014,0,1,0,0.5,00:08:42,04:08:42,120,120,dd538f8238a5430b8135b89b8afe2511,77ec676ff9e348298044721c0fc2b690
8460015,0,1,0,0.5,00:08:46,04:08:46,120,120,77e3d5c3f5ca4e0dabde094ba94ea49b,f99babdb60984c91ab485b8590630839
10370016,0,1,0,0.5,00:10:37,04:10:37,120,120,e040ed28e94445fc85bc071963535830,66b7f2fbd6a042c1bbd1b567d68daa56
