order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
60001,0,1,0,0.5,00:00:06,04:00:06,120,120,a678f7137f7e4debbc6bc4679cd2c1b4,24b6bf044ee8473db7030d008fb422b5
360002,0,0,1,0.25,00:00:36,04:00:36,60,60,80cc1546ba7645e3964fd017e4af3299,b6dd694ae05541dba369a2a759d2c2b9
470003,1,0,0,1.0,00:00:47,04:00:47,240,240,ef7a2e12c20043a9aba7fecf660b2616,e3495e0ede9a4ff3a63b4501c17d1fcd
520004,0,5,0,2.5,00:00:52,04:00:52,600,600,f5118fa189b742a897beec2f77de9b27,1053bf90a2c645c3a596b31bbc84f535
1270005,0,0,2,0.5,00:01:27,04:01:27,120,120,d1f8de642d734931be957336196d996d,fa366fc87a124d32926daa5bb093129f
1350006,1,0,0,1.0,00:01:35,04:01:35,240,240,b854aac6ac2345789fbb3d155321216a,5c8900293133480d893ceee1ac8fd352
2050007,0,1,0,0.5,00:02:05,04:02:05,120,120,fa91b55160e245edb77a213135cccd27,0c589202a6584664939d46842080d019
2070008,0,0,1,0.25,00:02:07,04:02:07,60,60,9829a9e1f6874f28b33b57a7a42bb49f,ba2f9926cafc49468d76077a3e86aa4f
2070009,1,0,0,1.0,00:02:07,04:02:07,240,240,9c615d0af79a4cbfa86dc0bbf46a7870,d1f8de642d734931be957336196d996d
2100010,1,0,0,1.0,00:02:10,04:02:10,240,240,c5819bc71f70420e8a28ac7c158dc22f,d9f1aced3d1b4379b43a7aed2488134d
2240011,5,0,0,5.0,00:02:24,04:02:24,1200,1200,9316c24ab8b9471fa75f9da67d0b7db2,9c615d0af79a4cbfa86dc0bbf46a7870
3020012,0,0,3,0.75,00:03:02,04:03:02,180,180,cd837256e92d4dda8e4a738c049dbcd6,bdb72ae965bb4229a3b93402b5cd3d78
3460013,1,0,0,1.0,00:03:46,04:03:46,240,240,5ec55e3f537d448d95144cec1cc37f54,b36cdc41430843efbf674ab80369d77b
4120014,0,1,0,0.5,00:04:12,04:04:12,120,120,d9f1aced3d1b4379b43a7aed2488134d,20d9d5fd8824497a811a65a57f64f359
4140015,1,0,0,1.0,00:04:14,04:04:14,240,240,ba2f9926cafc49468d76077a3e86aa4f,9316c24ab8b9471fa75f9da67d0b7db2
4170016,0,1,0,0.5,00:04:17,04:04:17,120,120,5934c25a3ab2421c9533dcfcb439ba76,8c0126415c904d388bfdecbb4bf23c2e
4190017,1,0,0,1.0,00:04:19,04:04:19,240,240,4780dc7fb51f4f5da3dea9e56c125fe6,4e6e1dec486340a0b4fbc7e1eeed99ab
4400018,0,1,0,0.5,00:04:40,04:04:40,120,120,24e7da27483f42109e5fd5db774a8168,e15ed46435514dda8bd6a420ab3e5d0b
5110019,0,0,2,0.5,00:05:11,04:05:11,120,120,449b516ba21b4270ac1ea1b13a89514c,1053bf90a2c645c3a596b31bbc84f535
5110020,0,0,3,0.75,00:05:11,04:05:11,180,180,ffaae12a3c054da585696a96e880cf64,c0979c05f2c44e6fa7c5e42ae9aa977e
6190021,0,0,1,0.25,00:06:19,04:06:19,60,60,9e692abf321146bebb9917f3ada777d4,f7ee272fbbba4f918bcd4f36ea053908
6490022,0,0,1,0.25,00:06:49,04:06:49,60,60,433901c139d54522a8f3790b07a335e5,76d691d6054f42d48f27e16806928020
7340023,1,0,0,1.0,00:07:34,04:07:34,240,240,6c9f8a62eff74e589c081de647f8eb3e,d66f217d91dd4b43a32fb4984c74845d
7410024,0,0,1,0.25,00:07:41,04:07:41,60,60,2445d4bd004c457d95957d6ecf77f759,af35b43e04df49b9b469a0018730faeb
8070025,0,1,0,0.5,00:08:07,04:08:07,120,120,f99babdb60984c91ab485b8590630839,32ab2049f3fb437881ff3912470d7840
8460026,0,0,1,0.25,00:08:46,04:08:46,60,60,7fb0acc4e2634440ba26a7ebc0040dc2,433901c139d54522a8f3790b07a335e5
8460027,0,1,0,0.5,00:08:46,04:08:46,120,120,76d691d6054f42d48f27e16806928020,f7ee272fbbba4f918bcd4f36ea053908
