order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
50001,0,2,0,1.0,00:00:05,04:00:05,240,240,797fe83c0ac14a3c8724aa4d9ce0049a,9f1a09c368584eba9e7f10a53d55caae
1230002,0,0,2,0.5,00:01:23,04:01:23,120,120,fee0072df94c405497ce1741925cd341,ef7a2e12c20043a9aba7fecf660b2616
2000003,0,1,0,0.5,00:02:00,04:02:00,120,120,ce433928b8724d77bbe97ccb1e3312a5,c1e1e4250f63479ca9261967f84b6719
3480004,2,2,3,3.75,00:03:48,04:03:48,900,900,4a85fbdd319140dd83f55766289d365f,707d2dad46ab496e97305cc2e3ae8cf2
4100005,0,0,1,0.25,00:04:10,04:04:10,60,60,5eb5c6872aa04a0c8175969801d56658,c1e1e4250f63479ca9261967f84b6719
4400006,0,1,0,0.5,00:04:40,04:04:40,120,120,7fb0acc4e2634440ba26a7ebc0040dc2,6380b13f12984a08a4994fb4c126215b
5180007,0,0,1,0.25,00:05:18,04:05:18,60,60,fa366fc87a124d32926daa5bb093129f,13f358cee72045fc8e52fc834957788a
5180008,0,0,1,0.25,00:05:18,04:05:18,60,60,fa366fc87a124d32926daa5bb093129f,20d9d5fd8824497a811a65a57f64f359
7320009,1,0,0,1.0,00:07:32,04:07:32,240,240,7ddb093d3d5d4b0397575e9f8b718386,9b02d5056bcf48abba07259bb3ca9396
7520010,0,0,1,0.25,00:07:52,04:07:52,60,60,5c8900293133480d893ceee1ac8fd352,76d691d6054f42d48f27e16806928020
8330011,2,1,0,2.5,00:08:33,04:08:33,600,600,e318c5d80f6e46d98e904579e76bafe7,a1beabe727d34dba968e1a00f69d76ed
8400012,0,0,1,0.25,00:08:40,04:08:40,60,60,b4258aba02fe457889bff20abcd3c10e,0ca31f8c354b4ab78899ad6dfbd632fa
8420013,0,1,0,0.5,00:08:42,04:08:42,120,120,9316c24ab8b9471fa75f9da67d0b7db2,f5264a9b32c94706a8bc981ab961952a
8460014,0,1,0,0.5,00:08:46,04:08:46,120,120,43a4215be06543c1985c1e9460dec52d,7782ed919d8f4dd6a1fb220dacd73445
8560015,4,2,0,5.0,00:08:56,04:08:56,1200,1200,7d1aa3474be842a9974684f4a1172ffe,cd837256e92d4dda8e4a738c049dbcd6
9120016,0,0,1,0.25,00:09:12,04:09:12,60,60,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
9380017,0,2,0,1.0,00:09:38,04:09:38,240,240,081dc54492414061ae6c6e47bf7b8db5,effccdca39e848faae86cc17c34e722b
10540018,0,0,1,0.25,00:10:54,04:10:54,60,60,434ba7a94f63491a8cc6d6b913f54218,f5264a9b32c94706a8bc981ab961952a
12270019,0,2,0,1.0,00:12:27,04:12:27,240,240,f6faef4b36e743328800b961aced4a2c,e5dc8bf4da6a4112b4dfca025d6a8948
13490020,1,0,0,1.0,00:13:49,04:13:49,240,240,390904f3744145508d8c9f8361a23e72,9316c24ab8b9471fa75f9da67d0b7db2
13570021,0,0,2,0.5,00:13:57,04:13:57,120,120,6fbe6d91a5f04b359e02bde29d349128,6380b13f12984a08a4994fb4c126215b
14430022,0,0,4,1.0,00:14:43,04:14:43,240,240,4780dc7fb51f4f5da3dea9e56c125fe6,e318c5d80f6e46d98e904579e76bafe7
15450023,0,0,1,0.25,00:15:45,04:15:45,60,60,2a1bdb363ea14379b771f76e428aad9c,e2327ef4f46a40908e2b8ad97e855333
15470024,2,1,0,2.5,00:15:47,04:15:47,600,600,a1706ab3350d477cb63e047c4f4ad819,dd538f8238a5430b8135b89b8afe2511
16220025,0,0,1,0.25,00:16:22,04:16:22,60,60,74e91fb64c7346269d555cec8a2cfb73,1053bf90a2c645c3a596b31bbc84f535
17040026,2,0,0,2.0,00:17:04,04:17:04,480,480,212c60c932ca4e4c8cf922cb2ec2fadd,390904f3744145508d8c9f8361a23e72
17040027,13,8,0,17.0,00:17:04,04:17:04,4080,4080,62cbdc8fbbc5452da72e83705b4e19af,a6fefc4ac6f541cbbc7af963c13350f6
17490028,1,1,0,1.5,00:17:49,04:17:49,360,360,d48e48b0b026419990c5ed5080c5da9d,24b6bf044ee8473db7030d008fb422b5
18100029,1,0,0,1.0,00:18:10,04:18:10,240,240,212c60c932ca4e4c8cf922cb2ec2fadd,e2327ef4f46a40908e2b8ad97e855333
18100030,1,0,0,1.0,00:18:10,04:18:10,240,240,1e93ab7137b643aab3f9b31fdb1c35a8,53827e104d8e49409192d379460e0a98
18240031,1,0,0,1.0,00:18:24,04:18:24,240,240,004d1201e9e84cfbacfa68dc759c61f1,5ec55e3f537d448d95144cec1cc37f54
18340032,1,0,0,1.0,00:18:34,04:18:34,240,240,aa61dc034d9240e9950b027ba204f5f0,9b8851cf57f944c6b168ec887558ffaa
19580033,6,0,0,6.0,00:19:58,04:19:58,1440,1440,852c1621c9c44d029b33d71c1274caeb,6fbe6d91a5f04b359e02bde29d349128
20030034,3,0,0,3.0,00:20:03,04:20:03,720,720,e7d9bdb12a9e4bf5a70373616d423349,6ba3750e4eda425fae9db0cd825c39cd
20360035,0,0,1,0.25,00:20:36,04:20:36,60,60,a6fefc4ac6f541cbbc7af963c13350f6,77e3d5c3f5ca4e0dabde094ba94ea49b
21230036,1,0,0,1.0,00:21:23,04:21:23,240,240,e47399648fa842b2b8f80094343d8091,f5118fa189b742a897beec2f77de9b27
21270037,0,0,2,0.5,00:21:27,04:21:27,120,120,c1e1e4250f63479ca9261967f84b6719,5920212e6b0b46b198b9677bfe74f35d
22000038,0,0,2,0.5,00:22:00,04:22:00,120,120,1c3da1b869444169a773701e1430ded0,84837bc48a2846cda5895e07912c6a91
22190039,0,0,1,0.25,00:22:19,04:22:19,60,60,c5819bc71f70420e8a28ac7c158dc22f,e723c30f335b4391ad73fbccdfb67d1e
22470040,0,3,0,1.5,00:22:47,04:22:47,360,360,3fbffad04fa44c75926557097f03a15c,77ec676ff9e348298044721c0fc2b690
23060041,0,0,1,0.25,00:23:06,04:23:06,60,60,b36cdc41430843efbf674ab80369d77b,99f05d5e71104b04838cff91b231a002
24050042,4,0,0,4.0,00:24:05,04:24:05,960,960,13b35cedb9274b359a8a666d67ef5538,7b4a71ce5d744da09cf5f4c744924812
24280043,1,0,0,1.0,00:24:28,04:24:28,240,240,7b84670cf4164cccba22ebb17a2c290a,9316c24ab8b9471fa75f9da67d0b7db2
24440044,12,0,0,12.0,00:24:44,04:24:44,2880,2880,9316c24ab8b9471fa75f9da67d0b7db2,4cf497e776dd408f82c60b6475397a9d
24490045,2,2,0,3.0,00:24:49,04:24:49,720,720,8c0126415c904d388bfdecbb4bf23c2e,e2327ef4f46a40908e2b8ad97e855333
24510046,0,1,0,0.5,00:24:51,04:24:51,120,120,e723c30f335b4391ad73fbccdfb67d1e,0ca31f8c354b4ab78899ad6dfbd632fa
24560047,0,1,0,0.5,00:24:56,04:24:56,120,120,c0979c05f2c44e6fa7c5e42ae9aa977e,e5dc8bf4da6a4112b4dfca025d6a8948
25080048,0,0,1,0.25,00:25:08,04:25:08,60,60,773b0458659248f1938a61ddaeef55ef,77e3d5c3f5ca4e0dabde094ba94ea49b
25290049,1,1,0,1.5,00:25:29,04:25:29,360,360,13f358cee72045fc8e52fc834957788a,9b40bfd6ca1c432498685540652a5a8b
26070050,0,0,1,0.25,00:26:07,04:26:07,60,60,81dc3e210b4449bf91d9874c26f173f0,e2327ef4f46a40908e2b8ad97e855333
