order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
220001,0,0,1,0.25,00:00:22,04:00:22,60,60,e47399648fa842b2b8f80094343d8091,b854aac6ac2345789fbb3d155321216a
380002,0,1,3,1.25,00:00:38,04:00:38,300,300,b854aac6ac2345789fbb3d155321216a,8dcef54acc6d4c0592a222a730300f1c
1210003,0,2,0,1.0,00:01:21,04:01:21,240,240,84837bc48a2846cda5895e07912c6a91,13b35cedb9274b359a8a666d67ef5538
1390004,0,0,1,0.25,00:01:39,04:01:39,60,60,7fb0acc4e2634440ba26a7ebc0040dc2,ffd0ed8719f54294a452ed3e3b6a986c
2000005,1,0,0,1.0,00:02:00,04:02:00,240,240,7d511f7ba322430687691bf9cfcc96b4,6fbe6d91a5f04b359e02bde29d349128
2100006,0,0,1,0.25,00:02:10,04:02:10,60,60,7d511f7ba322430687691bf9cfcc96b4,3dae461cb13a4ca7bc113b9b1842283a
2470007,0,0,1,0.25,00:02:47,04:02:47,60,60,7b84670cf4164cccba22ebb17a2c290a,1654624e52e84a93b56d016abb6f9042
3020008,0,0,2,0.5,00:03:02,04:03:02,120,120,ee187c7680604a9fa1f3d3837610c11a,2445d4bd004c457d95957d6ecf77f759
3480009,2,2,3,3.75,00:03:48,04:03:48,900,900,e318c5d80f6e46d98e904579e76bafe7,81dc3e210b4449bf91d9874c26f173f0
5180010,0,1,0,0.5,00:05:18,04:05:18,120,120,4780dc7fb51f4f5da3dea9e56c125fe6,f5118fa189b742a897beec2f77de9b27
5270011,0,0,3,0.75,00:05:27,04:05:27,180,180,c174cfe9fcbf4f1b82095941a49f7bd9,8854c92271174c4bbd3ee95fbdd973c7
6540012,1,0,0,1.0,00:06:54,04:06:54,240,240,8854c92271174c4bbd3ee95fbdd973c7,ba2f9926cafc49468d76077a3e86aa4f
7200013,2,0,0,2.0,00:07:20,04:07:20,480,480,ffd0ed8719f54294a452ed3e3b6a986c,0c589202a6584664939d46842080d019
8110014,2,0,0,2.0,00:08:11,04:08:11,480,480,2445d4bd004c457d95957d6ecf77f759,c1e1e4250f63479ca9261967f84b6719
8330015,2,1,0,2.5,00:08:33,04:08:33,600,600,1053bf90a2c645c3a596b31bbc84f535,263739de27764618a7e699260cdfdd31
8400016,0,0,1,0.25,00:08:40,04:08:40,60,60,32ab2049f3fb437881ff3912470d7840,449b516ba21b4270ac1ea1b13a89514c
8460017,0,1,0,0.5,00:08:46,04:08:46,120,120,5ec55e3f537d448d95144cec1cc37f54,773b0458659248f1938a61ddaeef55ef
8460018,1,0,0,1.0,00:08:46,04:08:46,240,240,3dae461cb13a4ca7bc113b9b1842283a,449b516ba21b4270ac1ea1b13a89514c
9190019,0,0,1,0.25,00:09:19,04:09:19,60,60,9c615d0af79a4cbfa86dc0bbf46a7870,ef3171964da04ea7ac2e547f2441eff0
10540020,0,0,1,0.25,00:10:54,04:10:54,60,60,62cbdc8fbbc5452da72e83705b4e19af,6fbe6d91a5f04b359e02bde29d349128
10580021,1,0,0,1.0,00:10:58,04:10:58,240,240,bdb72ae965bb4229a3b93402b5cd3d78,5920212e6b0b46b198b9677bfe74f35d
11150022,0,0,3,0.75,00:11:15,04:11:15,180,180,9b02d5056bcf48abba07259bb3ca9396,1394dce6e0b24fc8ad3d0a807e490829
11150023,0,1,0,0.5,00:11:15,04:11:15,120,120,62cbdc8fbbc5452da72e83705b4e19af,433544a316b84100a11a703f1b99494a
11330024,0,1,0,0.5,00:11:33,04:11:33,120,120,433901c139d54522a8f3790b07a335e5,fa366fc87a124d32926daa5bb093129f
11430025,12,12,0,18.0,00:11:43,04:11:43,4320,4320,5934c25a3ab2421c9533dcfcb439ba76,797fe83c0ac14a3c8724aa4d9ce0049a
12440026,0,0,1,0.25,00:12:44,04:12:44,60,60,9316c24ab8b9471fa75f9da67d0b7db2,13f358cee72045fc8e52fc834957788a
13120027,0,0,2,0.5,00:13:12,04:13:12,120,120,8dcef54acc6d4c0592a222a730300f1c,ef3171964da04ea7ac2e547f2441eff0
13160028,1,0,0,1.0,00:13:16,04:13:16,240,240,aa61dc034d9240e9950b027ba204f5f0,e5dc8bf4da6a4112b4dfca025d6a8948
14080029,1,0,0,1.0,00:14:08,04:14:08,240,240,449b516ba21b4270ac1ea1b13a89514c,61a68b6b728b4413ba6a0f695091579c
15190030,0,0,1,0.25,00:15:19,04:15:19,60,60,77e3d5c3f5ca4e0dabde094ba94ea49b,00e5630fbb3c4ff4b753ac1e1c15d561
16480031,1,0,0,1.0,00:16:48,04:16:48,240,240,5c8900293133480d893ceee1ac8fd352,433544a316b84100a11a703f1b99494a
16590032,0,1,0,0.5,00:16:59,04:16:59,120,120,8854c92271174c4bbd3ee95fbdd973c7,433901c139d54522a8f3790b07a335e5
17040033,2,0,0,2.0,00:17:04,04:17:04,480,480,5c8900293133480d893ceee1ac8fd352,6380b13f12984a08a4994fb4c126215b
17090034,0,0,1,0.25,00:17:09,04:17:09,60,60,6999d8c076aa42f3b42c6c96dc2ccc4c,433544a316b84100a11a703f1b99494a
17300035,1,0,0,1.0,00:17:30,04:17:30,240,240,2a1bdb363ea14379b771f76e428aad9c,d48e48b0b026419990c5ed5080c5da9d
